localKey,ms_record_file_location,ms_level_uri,unique_xpath,author_position_in_sequence,author_text_node,author_uri_current,author_uri_consolidated,msItem_xml-id,locus_start,title_text_node,rubric,incipit,explicit,finalRubric,status,asignee,syriaca_notes,wright_catalogue_location,wright_entry_roman_numeral,shelf_mark,parent_item,,,,,,,,,,,,,false positive
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[7]/msItem/author[1]|http://syriaca.org/manuscript/1156,/data/tei/1156.xml,http://syriaca.org/manuscript/1156,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[7]/msItem/author[1],1,Gregory bar Hebraeus,http://syriaca.org/person/239,http://syriaca.org/person/239,c9,120b,The preface and index of chapters,,,,,ready to ingest,,,2:890-901,DCCCL,,"Gregory bar Hebraeus, Hierotheus, Theodosius, patriarch of Antioch. ""The ܟܬܒܐ ܕܐܷܝܪܰܬܷܐܳܘܣ , or ""Book of Hierotheus ,"" extracts from the work of Hierotheus ܕܥܠ ܪ̈ܐܙܐ ܓܢ̈ܝܙܐ ܕܒܝܬ ܐܠܗܐ , selected and arranged by Bar Hebraeus , and accompanied by a commentary chiefly derived from that of Theodosius, patriarch of Antioch See the work of Hierotheus , with the commentary of Theodosius , in Add. 7189 , the very copy which was procured from the West for the use of Bar Hebraeus . It is described in detail in Rosen and Forshall's Catalogue, p. 74 ."". Foll. 120b-",,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/author|http://syriaca.org/manuscript/1114,/data/tei/1114.xml,http://syriaca.org/manuscript/1114,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/author,1,Gregory bar Hebraeus,http://syriaca.org/person/239,http://syriaca.org/person/239,a1,2b,"مَنَارَةُ الْأَقْدَاسِ فِي تَهْذِيبِ الْحَوَاسِّ , the Lamp of Holy Things for the Correction of the Senses, or the Theology of Gregory bar Hebraeus , in the Arabic translation, written with Syriac characters|",ܒܣٔܡ ܐܠܐٓܒ ܘܐܠܐٔܒܢ ܘܐٔܠܪܘܚُ ܐٔܠܩܕُܣ ܐܠܐٓܗًܐ ܘܐܚܕًܐ ܠܗُ ܐܠܡܓܕ ܐܠܝ ܐܠܐܙܠܝّ ܐܠܡܬܠّܬ ܐܠܐܫܪܐܩ. ܐܠܘܐܚܕ ܦܝ ܐܠܓܘܗَܪ ܥܠܝ ܐܠܐܛܠܐܩ: ܐٔܕܥُܘ ܠܐٔܣܥَܐܦ ܜܥܦܝ ܠܐܟ݁ܬُܒ ܟ݁ܬܐܒ ܡܢܐܪܗ̈ ܐܠܐܩܕܐܣ. ܦܝ ܬܗܕܝܒ ܐܠܚܘܐܣ: ܬܐٔܠܝܦ ܡܪܝ ܓܪܝܓܘܿܪܝܘܿܣ ܒܢ ܐܠܥܒܪܝ ܐܠܡܦܪܝܐܢ: ܢَܘَّܪ ܐܠܠܗ ܜܪܝܚܗُ ܒܐܠܪܚܡَܗ. ܘܐܥܡَّ ܐܠܪܜܘܐܢ܀ ܐܠܒܕܐܝܗ ܐܝّ ܬܗܝُّܘ,,ܩܕܵܳܡ ܟ݁ܠ ܡܕܡ ܝ̣ܺܨܰܦ ܓ݁ܒܪܵܐ ܕܢܦܫܵܟ݂ ܬܶܩܢܸܶܐ ܐܟ݂ܡܳܐ ܕ݂ܰܥܡܰܠ̣ܘ ܐܦ ܐܬܟܰܫܰܪܘ ܐܢܳܫ̈ܳܐ ܬܰܩ̈ܢܸܐ ܒܕܰܐܝܢܵܐ ܕܠܐ ܩܢܸܳܐ ܢܦܫܗ ܗ̇ܳܢܳܐ ܒܰܓ̈ܠܻܝܼܙܶܐ ܡܢܸܶܐ ܘܰܠܓ݂ܠܝܼܙ ܝ̇ܳܬܳܐ ܟܘܢܵܫ ܢܟ̈ܣܸܐ ܡܳܢܳܐ ܡܰܗܢܸܶܐ,,ready to ingest,,,2:628-630,DCCXXV,"Add. 18,296",,,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,c34,205b,Gregory Nazianzen,,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Severus of Antioch. ""Chap. xli"". Foll. 200a-",,,,"Basil. ""Basil"". Foll. 205a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[1]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[1]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,205b,Part a,ܡܢ ܡܐܡܪܐ ܗ̇ܘ ܕܡܛܠ ܒܝܬ ܝܠ̣ܕܐ ܐܘ ܒܝܬ ܕܢܚܐ,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 205b-",,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[2]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[2]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,205b,Part b,ܡܢ ܡܐܡܪܐ ܗ̇ܘ ܕܥܠ ܢܘܼܗܪ̈ܐ,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 205b-",,,,"Gregory Nazianzen. ""Part a"". Foll. 205b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[3]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[3]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,205b,Part c,ܡܢ ܡܐܡܪܐ ܗ̇ܘ ܕܥܠ ܦܨܚܐ,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 205b-",,,,"Gregory Nazianzen. ""Part b"". Foll. 205b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[4]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[4]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,206a,Part d,ܡܢ ܡܐܡܪܐ ܕܦܢܛܘܩܘܣܛܐ,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 205b-",,,,"Gregory Nazianzen. ""Part c"". Foll. 205b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[5]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[5]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,206a,Part e,ܡܢ ܡܐܡܪܐ ܏ܕܒ ܕܡܛܠ ܒܪܐ ܡܢ ܡܐܡܪܐ ܗ̇ܘ ܕܐܡ̣ܪ ܡܛܠ ܢܦܫܗ ܟܕ ܐܬ̣ܐ ܡܢ ܐܓܘܪܣܐ,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 205b-",,,,"Gregory Nazianzen. ""Part d"". Foll. 206a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[6]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[6]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,206a,Part f,ܡܢ ܡܐܡܪܐ ܕܠܘܬ ܐܪ̈ܝܢܘܼ ܘܥܠ ܢܦܫܗ,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 205b-",,,,"Gregory Nazianzen. ""Part e"". Foll. 206a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[7]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[7]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,206a,Part g,ܡܢ ܡܐܡܪ̈ܐ ܕܥܠ ܚܕܒܫܒܐ ܚܕܬܐ,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 205b-",,,,"Gregory Nazianzen. ""Part f"". Foll. 206a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[8]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[8]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,206b,Part h,ܡܢ ܡܐܡܪܐ ܕܥܠ ܡܥܡܘܕܝܬܐ,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 205b-",,,,"Gregory Nazianzen. ""Part g"". Foll. 206a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[9]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[9]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,206b,Part i,ܡܢ ܡܐܡܪܐ ܗ̇ܘ ܕܥܠ ܩܕܝܫܐ ܐܬܢܣܝܘܣ,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 205b-",,,,"Gregory Nazianzen. ""Part h"". Foll. 206b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[10]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[10]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,206b,Part j,ܡܢ ܡܐܡܪܐ ܗ̇ܘ ܕܩܒܘܪܬܐ,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 205b-",,,,"Gregory Nazianzen. ""Part i"". Foll. 206b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[11]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[11]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,206b,Part k,ܕܥܠ ܩܕܝܫܐ ܒܣܝܠܝܘܣ,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 205b-",,,,"Gregory Nazianzen. ""Part j"". Foll. 206b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[12]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[12]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,206b,Part l,ܡܢ ܡܐܡܪܐ ܕܩܒܘܪܬܗ ܗ̇ܘ ܕܡܛܠ ܐܒܘܗܝ,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 205b-",,,,"Gregory Nazianzen. ""Part k"". Foll. 206b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[13]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[13]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,206b,Part m,ܡܢ ܡܐܡܪܐ ܕܬܪ̈ܝܢ ܡܦܪܣܝܢܐ ܕܠܘܩܒܠ ܝܘܠܝܢܘܣ ܪܫܝܥܐ,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 205b-",,,,"Gregory Nazianzen. ""Part l"". Foll. 206b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[14]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[13]/msItem[14]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,206b,Part n,ܡܢ ܐܓܪܬܐ ܕܠܘܬ ܩܠܝܕܘܢܝܘܣ,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 205b-",,,,"Gregory Nazianzen. ""Part m"". Foll. 206b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/author|http://syriaca.org/manuscript/1119,/data/tei/1119.xml,http://syriaca.org/manuscript/1119,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,a1,,"Two discourses of Gregory Nazianzen , in a different translation from that of the abbat Paul",,,,,ready to ingest,,,2:729-731,DCCLXIII,"Add. 18,813",,,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/author|http://syriaca.org/manuscript/1119,/data/tei/1119.xml,http://syriaca.org/manuscript/1119,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,b1,1a,On Baptism,ܕܥܠ ܡܥܡܘܕܝܬܐ,,,,ready to ingest,,,2:729-731,DCCLXIII,"Add. 18,813","Gregory Nazianzen. ""Two discourses of Gregory Nazianzen , in a different translation from that of the abbat Paul"". Foll. -",,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[2]/author|http://syriaca.org/manuscript/1119,/data/tei/1119.xml,http://syriaca.org/manuscript/1119,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[2]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,b2,23b,Apology,ܬܘܒ ܕܝܠܗ ܟܕ ܕܝܠܗ ܡܐܡܪܐ ܕܡܦܩ ܒܪܘܚܐ. ܘܡܛܠ ܟܗܢܘܬܐ ܟܕ ܦܢ̣ܐ ܡܢ ܦܘܢܛܘܣ. ܡܛܘܠ ܕܠܐ ܩܒܠܗ̇ ܠܩܫܝܫܢܘܬܐ. ܟܕ ܐܬܬ̣ܣܝܡܬ ܓܝܪ ܥܠܘܗܝ ܐܝܕܐ ܕܩܫܝܫܐ̣. ܫܢ̣ܝ ܡܢ ܕܚܠܬܐ ܠܘܬ ܦܘܢܛܘܣ̇ ܐܝܟܐ ܕܡܢ ܩܕܝܡ ܗܘ̣ܐ ܕܝܪܝܐ. ܒܬܪܟܢ ܟܕ ܦܢ̣ܐ̣ ܢܦ̣ܩ ܒܪܘܚܐ,,,,ready to ingest,,,2:729-731,DCCLXIII,"Add. 18,813","Gregory Nazianzen. ""Two discourses of Gregory Nazianzen , in a different translation from that of the abbat Paul"". Foll. -",,,,"Gregory Nazianzen. ""On Baptism"". Foll. 1a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/author|http://syriaca.org/manuscript/315,/data/tei/315.xml,http://syriaca.org/manuscript/315,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,a4,66b,Extracts from the writings of Gregory Nazianzen,,,,,ready to ingest,,,2:815-818,DCCCVIII,"Add. 14,579",,,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[1]/author|http://syriaca.org/manuscript/315,/data/tei/315.xml,http://syriaca.org/manuscript/315,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[1]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,b15,66b,Part a,ܐܓܪܬܐ ܕܓܪܝܓܪܝܘܣ ܬܐܘܠܓܘܣ,ܫܘܪܝܐ ܕܟܠ ܘܫܘܠܡܐ ܠܐܠܗܐ ܥ̇ܒ̣ܕ܀ ܝܘܬܪܢܗ ܕܥܠܡܐ ܗ̇ܢܘ. ܕܟܠܝܘܡ ܠܒܪ ܡܢ ܥܠܡܐ ܬ̇ܗܘܐ.,,,ready to ingest,,,2:815-818,DCCCVIII,"Add. 14,579","Gregory Nazianzen. ""Extracts from the writings of Gregory Nazianzen"". Foll. 66b-",,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[2]/author|http://syriaca.org/manuscript/315,/data/tei/315.xml,http://syriaca.org/manuscript/315,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[2]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,b16,67a,"Of the four kinds of love ( ܪܚܡܬܐ ), viz. divine, angelic, human, and animal",ܕܒܐܪ̈ܒܥܐ ܙܢ̈ܝܐ ܡܬܐܡܪܐ ܪܚܡܬܐ,ܚܕ ܙܢܐ ܕܪܚܡܬܐ ܐܝܬ܏ܘ. ܗܘ ܕܪܚܡܬܐ ܐܠܗܝܬܐ. ܏ܘܫ.,,,ready to ingest,,,2:815-818,DCCCVIII,"Add. 14,579","Gregory Nazianzen. ""Extracts from the writings of Gregory Nazianzen"". Foll. 66b-",,,,"Gregory Nazianzen. ""Part a"". Foll. 66b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[116]/author|http://syriaca.org/manuscript/849,/data/tei/849.xml,http://syriaca.org/manuscript/849,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[116]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,b116,95a,An extract from Gregory Nazianzen,ܕܩܕܝܫܐ ܓܪܝܓܪܝܘܣ ܡܛܠ ܟܗ̈ܢܐ,,,,ready to ingest,,,2:989-1002,DCCCLXI,"Add. 17,193","""A volume of Demonstrations, Collections, and Letters"". Foll. 1b-",,,,"Severus. ""An extract from Severus , on S. Luke , ch. xv. 8"". Foll. 95a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[121]/author|http://syriaca.org/manuscript/849,/data/tei/849.xml,http://syriaca.org/manuscript/849,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[121]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,b121,97b,"An extract from Gregory Nazianzen , on the funeral of his brother Caesarius",ܕܩܕܝܫܐ ܓܪܝܓܪܝܘܣ. ܥܠ ܩܒܘܪܬܐ ܕܩܣܪܝܣ ܐܚܘܗܝ.,,,,ready to ingest,,,2:989-1002,DCCCLXI,"Add. 17,193","""A volume of Demonstrations, Collections, and Letters"". Foll. 1b-",,,,"John of Tellā. ""An extract from John of Tellā , in which he cites Rabūlas of Edessa"". Foll. 97b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[35]/author|http://syriaca.org/manuscript/1136,/data/tei/1136.xml,http://syriaca.org/manuscript/1136,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[35]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,b35,132b,A short extract from Gregory Nazianzen,ܕܬܐܘܠܘܓܘܣ,,,,ready to ingest,,,2:876-882,DCCCXLI,"Add. 21,210","Moses bar Kipha. ""The Festal Homilies of Moses bar Kipha , or Mar Severus , with some other discourses by the same writer"". Foll. -",,,,"John bar Gannavai of Tagrit. ""Extract from a discourse of John bar Gannavai of Tagrit , on the brazen thurible"". Foll. 132b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[18]/author[2]|http://syriaca.org/manuscript/260,/data/tei/260.xml,http://syriaca.org/manuscript/260,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[18]/author[2],2,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,b18,136b,Extracts from Basil and from Gregory Nazianzen,ܕܡ̇ܢܘ ܡܢܝܢܐ,,,,ready to ingest,,,2:967-976,DCCCLIX,"Add. 14,533","""A large Collection of Demonstrations from the Fathers against various Heresies"". Foll. -",,,,"""Against the Armenians, Sergius and John his brother"". Foll. 135b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[18]/msItem[2]/author|http://syriaca.org/manuscript/260,/data/tei/260.xml,http://syriaca.org/manuscript/260,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[18]/msItem[2]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,c17,,Extract from Gregory Nazianzen,ܡܢ ܗ̇ܘ ܕܥܠ ܪܘܚܐ ܩܕܝܫܐ,,,,ready to ingest,,,2:967-976,DCCCLIX,"Add. 14,533","Basil, Gregory Nazianzen. ""Extracts from Basil and from Gregory Nazianzen"". Foll. 136b-",,,,"Basil. ""Extract from Basil"". Foll. -",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[29]/author|http://syriaca.org/manuscript/260,/data/tei/260.xml,http://syriaca.org/manuscript/260,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[29]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,b29,,Extracts from Gregory Nazianzen,ܟܪ̈ܣܝܣ ܡܛܠ ܬܐܘܠܘܓܝܐ,,,,ready to ingest,,,2:967-976,DCCCLIX,"Add. 14,533","""A large Collection of Demonstrations from the Fathers against various Heresies"". Foll. -",,,,"""Against the heresy of Damian of Alexandria , being extracts from the treatise of Peter of Antioch"". Foll. 147b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[29]/msItem[1]/author|http://syriaca.org/manuscript/260,/data/tei/260.xml,http://syriaca.org/manuscript/260,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[29]/msItem[1]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,c22,161a,Part a,ܡܢ ܡܐܡܪܐ ܕܥܠ ܗܪܘܢ ܦܝܠܣܘܦܐ,,,,ready to ingest,,,2:967-976,DCCCLIX,"Add. 14,533","Gregory Nazianzen. ""Extracts from Gregory Nazianzen"". Foll. -",,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[29]/msItem[2]/author|http://syriaca.org/manuscript/260,/data/tei/260.xml,http://syriaca.org/manuscript/260,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[29]/msItem[2]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,c23,161b,Part b,ܡܢ ܗ̇ܘ ܕܥܠ ܒܝܬ ܕܢܚܐ,,,,ready to ingest,,,2:967-976,DCCCLIX,"Add. 14,533","Gregory Nazianzen. ""Extracts from Gregory Nazianzen"". Foll. -",,,,"Gregory Nazianzen. ""Part a"". Foll. 161a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[29]/msItem[3]/author|http://syriaca.org/manuscript/260,/data/tei/260.xml,http://syriaca.org/manuscript/260,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[29]/msItem[3]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,c24,162a,Part c,ܡܢ ܗ̇ܘ ܕܬܪ̈ܝܢ ܡܫܝܢܢܐ,,,,ready to ingest,,,2:967-976,DCCCLIX,"Add. 14,533","Gregory Nazianzen. ""Extracts from Gregory Nazianzen"". Foll. -",,,,"Gregory Nazianzen. ""Part b"". Foll. 161b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[29]/msItem[4]/author|http://syriaca.org/manuscript/260,/data/tei/260.xml,http://syriaca.org/manuscript/260,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[29]/msItem[4]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,c25,162b,Part d,ܡܢ ܡܐܡܪܐ ܩܕܡܝܐ ܡܫܝܢܢܐ,,,,ready to ingest,,,2:967-976,DCCCLIX,"Add. 14,533","Gregory Nazianzen. ""Extracts from Gregory Nazianzen"". Foll. -",,,,"Gregory Nazianzen. ""Part c"". Foll. 162a-",,,,,,,,,
