fileName,msOrPartUri,manuscript link,physDesc,Encoded Extent,RegEx Extracted,Extracted Extent,Corrected Extent,status,assignee,Encoded=Extracted?,comments
/data/tei/895.xml,http://syriaca.org/manuscript/896,https://bl.vuexistapps.us/manuscript/895,"Four vellum leaves, about 7 1/8 in. by 5 1/4, much soiled and torn, with 28 or 29 lines in each page.",4,#N/A,#N/A,4,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/897,https://bl.vuexistapps.us/manuscript/895,"Two vellum leaves, 7 3/8 in. by 5 3/8. There are 22 or 23 lines in each page.",2,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/898,https://bl.vuexistapps.us/manuscript/895,"Two vellum leaves, 6 3/8 in. by 5, with 20 or 21 lines in each page. These leaves are palimpsest (see Add. 17,215, foll. 7-8, lower text ).",2,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/1408,https://bl.vuexistapps.us/manuscript/895,"Two vellum leaves, 6 3/8 in. by 5, written in double columns. These two leaves are palimpsest (see Add. 17,215, foll. 7-8, upper text ).",2,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/899,https://bl.vuexistapps.us/manuscript/895,"Thirteen vellum leaves, about 7 7/8 in. by 5 1/2, nearly all more or less stained and torn (Add. 17,215, foll. 9—21). There are from 30 to 36 lines in each page.",13,#N/A,#N/A,13,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/900,https://bl.vuexistapps.us/manuscript/895,"Four vellum leaves, about 7 5/8 in. by 5 (Add. 17,215, foll. 22—25), with from 26 to 29 lines in each page. These leaves are palimpsest (see Add. 17,215, foll. 22-25, lower text ).",4,#N/A,#N/A,4,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/1409,https://bl.vuexistapps.us/manuscript/895,"Four vellum leaves, about 7 5/8 in. by 5. These leaves are palimpsest (see Add. 17,215, foll. 22-25, upper text ).",4,#N/A,#N/A,4,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/901,https://bl.vuexistapps.us/manuscript/895,"Two vellum leaves, about 7 7/8 in. by 5 3/8, with 26 or 27 lines in each page",2,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/902,https://bl.vuexistapps.us/manuscript/895,"Two vellum leaves, 6 in. by 4 1/8, both much soiled and torn, with from 22 to 24 lines in each page.",2,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/903,https://bl.vuexistapps.us/manuscript/895,"Four vellum leaves, all more or less stained and torn, with from 22 to 28 lines in each page.",4,#N/A,#N/A,4,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/904,https://bl.vuexistapps.us/manuscript/895,"A vellum leaf, 6 3/4 in. by 4 7/8, much soiled and torn.",1,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/1410,https://bl.vuexistapps.us/manuscript/895,"Vellum leaf, about 7 1/8 in. by 6. A fly-leaf for the manuscript Add. 17,215, foll. 36-43 .",1,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/905,https://bl.vuexistapps.us/manuscript/895,"Nine vellum leaves, about 7 1/8 in. by 6, one of which is slightly torn (Add. 17,215, foll. 35—43), with from 22 to 25 lines in each page. There are lacunae after foll. 35, 41, and 42.",8,#N/A,#N/A,9,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/906,https://bl.vuexistapps.us/manuscript/895,"Two vellum leaves, about 7 7/8 in. by 6 1/8, much stained and mutilated.",2,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/907,https://bl.vuexistapps.us/manuscript/895,"Two vellum leaves, much stained and mutilated.",2,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/908,https://bl.vuexistapps.us/manuscript/895,"The last leaf of a vellum manuscript, about 7 7/8 in. by 5.",1,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/909,https://bl.vuexistapps.us/manuscript/895,"Part of a vellum leaf, so much stained that but little of the text is legible.",1,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/895.xml,http://syriaca.org/manuscript/910,https://bl.vuexistapps.us/manuscript/895,"A vellum leaf, much mutilated.",1,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/564.xml,http://syriaca.org/manuscript/564,https://bl.vuexistapps.us/manuscript/564,"Paper, about 13 in. by 9, consisting of 98 leaves, some of which are much stained and torn, especially foll. 87—98. The quires, signed with letters, seem to have been originally 20 in number, but the last eleven are very imperfect, leaves being wanting after foll. 87, 90, 91, 92, 93, 94, and 95. Each page is divided into two columns, of from 28 to 42 lines. Green and yellow paints have occasionally been used in writing the rubrics of this volume; e.g. fol. 42 b.",,98 leaves,98,98,done,Kurt Urban,FALSE,
/data/tei/343.xml,http://syriaca.org/manuscript/343,https://bl.vuexistapps.us/manuscript/343,"Vellum, about 10 in. by 7 1/8, consisting of 121 leaves, some of which are much stained and torn, especially foll. 1, 11, 25, and 120. The quires, signed with letters, were originally 16 in number, but of these ܗ and ܘ are lost, and ܐ ,ܕ and ܝܘ are very imperfect. They have been subsequently numbered from ܐ to ܝܓ. Leaves are wanting both at the beginning and end, as well as after foll. 5 and 30. Each page is divided into two columns, of from 20 to 29 lines.",,121 leaves,121,121,done,Kurt Urban,FALSE,
/data/tei/129.xml,http://syriaca.org/manuscript/129,https://bl.vuexistapps.us/manuscript/129,"Vellum, about 10 5/8 in. by 7 3/8, consisting of 156 leaves, some of which are much soiled and torn, especially foll. 1—5, 10, and 11. Leaves are wanting at the beginning, and after foll. 2 and 10. The quires, 16 in number, are signed with letters; a later hand has numbered them at the top with Coptic arithmetical figures. Each page is divided into two columns, of from 25 to 33 lines. The writing is a good, regular Estrangela of the viiith cent.; a later hand has added many Syriac vowels, diacritical points, etc.",156,156 leaves,156,156,done,Kurt Urban,TRUE,
/data/tei/568.xml,http://syriaca.org/manuscript/568,https://bl.vuexistapps.us/manuscript/568,"Paper, about 10 1/8 in. by 6 3/4, consisting of 53 leaves. The quires, signed with letters, are six in number. There are from 12 to 21 lines in each page.",53,53 leaves,53,53,done,Kurt Urban,TRUE,
/data/tei/71.xml,http://syriaca.org/manuscript/72,https://bl.vuexistapps.us/manuscript/71,"Vellum, about 9 5/8in. by 6, consisting of 48 leaves. The quires, 5 in number, are now signed with letters. Each page has from 28 to 31 lines. The writing is a fine, regular Estrangela of the viithor viiithcent., except on fol. 3 (originally one of the fly-leaves), which is of the xiith cent",48,48 leaves,48,48,done,Kurt Urban,TRUE,
/data/tei/71.xml,http://syriaca.org/manuscript/73,https://bl.vuexistapps.us/manuscript/71,"Vellum, about 9 5/8 in. by 6 5/8, consisting of 32 leaves (Add. 12,175, foll. 49—80), some of which are slightly stained by water. The quires, three in number, are now signed with letters. Each page is divided into two columns, of from 47 to 56 lines. This manuscript is written in a small, neat character of the vith cent., perhaps by the same scribe as foll. 81—254 (see no. DCCXXVII.), in which case its date is A.D. 534.",32,32 leaves,32,32,done,Kurt Urban,TRUE,
/data/tei/71.xml,http://syriaca.org/manuscript/74,https://bl.vuexistapps.us/manuscript/71,"Vellum, about 9 5/8 in. by 6 5/8, consisting of 174 leaves (Add. 12,175, foll. 81—254). The quires, 17 in number, are signed with letters, originally from ܝܕto ܠ, but now from ܝـto ܟܘ. A few of the leaves are much stained and slightly torn, and the ink is occasionally so faded that some passages have been retouched by a later hand, for example, foll. 81 b and 200 a. The first quire is imperfect at the beginning. Each page is divided into two columns, of from 32 to 68 lines. This manuscript is written in a small, neat hand of the vith cent., the precise date being, apparently, A. Gr. 845, A.D. 534 (see below).",174,174 leaves,174,174,done,Kurt Urban,TRUE,
/data/tei/287.xml,http://syriaca.org/manuscript/287,https://bl.vuexistapps.us/manuscript/287,"Vellum, about 9 5/8 in. by 6 1/2, consisting of 138 leaves, some of which are much stained, defaced, and torn, especially foll. 1—3, 15, 18, 21, 137 and l38. The quires were originally 17 in number, but the first 3 are now lost, and the 9th is imperfect, two leaves being wanting after fol. 54. They are signed with both letters and arithmetical figures; e.g. fol. 51, ܛ; fol. 90, ܝܓ; fol. 110, ܝܗ. Each page is divided into two columns, of from 31 to 36 lines.",138,138 leaves,138,138,done,Kurt Urban,TRUE,
/data/tei/307.xml,http://syriaca.org/manuscript/308,https://bl.vuexistapps.us/manuscript/307,"Vellum, about 10 ½ in. by 8, consisting of two quires or 19 leaves, the first two of which are slightly torn. The original sig¬natures of the quires are no longer visible. Each page is divided into three columns, of from 34 to 38 lines.",19,19 leaves,19,19,done,Kurt Urban,TRUE,
/data/tei/307.xml,http://syriaca.org/manuscript/309,https://bl.vuexistapps.us/manuscript/307,"Vellum, about 11 ¾ in. by 8 ¾ , consisting of 14 leaves (Add. 14,574, foll. 20—33), all of which are more or loss stained and torn. Each page is divided into throe columns, of from 32 to 38 lines.",14,14 leaves,14,14,done,Kurt Urban,TRUE,
/data/tei/307.xml,http://syriaca.org/manuscript/310,https://bl.vuexistapps.us/manuscript/307,"Seven vellum leaves, about 12 1/4 in. by 8 1/8, several of which are much stained and torn (Add. 14,574, foll. 34—40). Each page is divided into 3 columns, of from 46 to 52 lines.",7,#N/A,#N/A,7,done,Kurt Urban,#N/A,
/data/tei/256.xml,http://syriaca.org/manuscript/256,https://bl.vuexistapps.us/manuscript/256,"Vellum, about 9 5/8 in. by 6 1/8, consisting of 72 leaves, a few of which are slightly stained and the last much torn. The quires, 8 in number, are signed with letters from ܝܘ to ܟܓ . Leaves are wanting after foll. 71 and 72. Each page is divided into two columns, of from 29 to 35 lines.",,72 leaves,72,72,done,Kurt Urban,FALSE,
/data/tei/765.xml,http://syriaca.org/manuscript/1539,https://bl.vuexistapps.us/manuscript/765,"Vellum, about 5 3/8 in. by 4, consisting of 151 leaves, a few of which are much stained and torn, especially foll. 1, 117, 120, 126, 145, and 151. The quires, signed with letters, were probably 18 in number, of which the first and last are missing. The number of lines in each page varies from 13 to 26. From fol. 117 onwards, this manuscript contains numerous palimpsest leaves, several of which belong to the rare class of double palimpsests. They appear to have been taken from no less than five manuscripts (see Add. 17,136, foll. 117 and 126, upper text 1 , Add. 17,136, foll. 117 and 126, lower text , Add. 17,136, foll. 120, 137, and 139, upper text 1 , Add. 17,136, foll. 120, 137, and 139, lower text , Add. 17,136, foll. 124-125, 128, 130-132, 135-136, 138, 140, 142-143, 147-148, and 150-151, lower text , Add. 17,136, foll. 118, 123, 133, 141, 145, and 149, lower text , and Add. 17,136, fol. 146, lower text ). Foll. 119, 121, 122, 127, 129, 134, and 144, do not present any traces of being palimpsest.",,151 leaves,151,151,done,Kurt Urban,FALSE,
/data/tei/765.xml,http://syriaca.org/manuscript/1540,https://bl.vuexistapps.us/manuscript/765,"Vellum, about 5 3/8 in. by 4. These folia are double palimpsest (see Add. 17,136, foll. 1-151, upper text 2 and Add. 17,136, foll. 117 and 126, lower text ).",,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/765.xml,http://syriaca.org/manuscript/1541,https://bl.vuexistapps.us/manuscript/765,"Vellum, about 5 3/8 in. by 4. Two leaves from a Greek manuscript of the Gospel of S. John, written in double columns. These folia are double palimpsest (see Add. 17,136, foll. 1-151, upper text 2 and Add. 17,136, foll. 117 and 126, upper text 1 ).",,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/765.xml,http://syriaca.org/manuscript/1545,https://bl.vuexistapps.us/manuscript/765,"Vellum, about 5 3/8 in. by 4. Palimpsest leaves from a Syriac manuscript (see Add. 17,136, foll. 1-151, upper text 2 ).",,#N/A,#N/A,6,done,Kurt Urban,#N/A,
/data/tei/765.xml,http://syriaca.org/manuscript/1542,https://bl.vuexistapps.us/manuscript/765,"Vellum, about 5 3/8 in. by 4. Three dipalimpsest leaves (see Add. 17,136, foll. 1-151, upper text 2 and Add. 17,136, foll. 120, 137, and 139, lower text ). Both of the ancient texts are Syriac, written in two columns.",,#N/A,#N/A,3,done,Kurt Urban,#N/A,
/data/tei/765.xml,http://syriaca.org/manuscript/1543,https://bl.vuexistapps.us/manuscript/765,"Vellum, about 5 3/8 in. by 4. Three dipalimpsest leaves (see Add. 17,136, foll. 1-151, upper text 2 and Add. 17,136, foll. 120, 137, and 139, upper text 1 ). Both of the ancient texts are Syriac, written in two columns.",,#N/A,#N/A,3,done,Kurt Urban,#N/A,
/data/tei/765.xml,http://syriaca.org/manuscript/1544,https://bl.vuexistapps.us/manuscript/765,"Vellum, about 5 3/8 in. by 4. Palimpsest leaves from a manuscript of the Pauline Epistles, according to the Peshitta version (see Add. 17,136, foll. 1-151, upper text 2 ).",,#N/A,#N/A,16,done,Kurt Urban,#N/A,
/data/tei/765.xml,http://syriaca.org/manuscript/1546,https://bl.vuexistapps.us/manuscript/765,"Vellum leaf, about 5 3/8 in. by 4. This leaf is palimpsest (see Add. 17,136, foll. 1-151, upper text 2 ).",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/562.xml,http://syriaca.org/manuscript/562,https://bl.vuexistapps.us/manuscript/562,"Paper, about 13 1/2 in. by 10 1/8, consisting of 315 leaves, many of which are much stained and torn, especially foll. 1—5, 303, 304, and 308—315. The quires, signed with letters, were originally at least 34 in number, but ܐ is now entirely lost, and leaves are wanting after foll. 1, 2, 312, and 315. Each page is divided into two columns, of from 25 to 31 lines.",,315 leaves,315,315,done,Kurt Urban,FALSE,
/data/tei/359.xml,http://syriaca.org/manuscript/359,https://bl.vuexistapps.us/manuscript/359,"Vellum, about 12 ¾ in. by 10, consisting of 173 leaves, some of which are much stained and torn, especially foll. 1—4, 41, 86—89, 109, 169, and 173. The quires are 22 in number, but it does not appear what the original signatures were. Leaves are now wanting after foll. 6, 21, and 167. Each page is divided into two columns, of from 24 to 34 lines. This volume is written in a fine, regular Estrangela of the vith cent.",173,173 leaves,173,173,done,Kurt Urban,TRUE,
/data/tei/100.xml,http://syriaca.org/manuscript/101,https://bl.vuexistapps.us/manuscript/100,"Vellum, about 9 1/8 in. by 5 3/4, consisting of 49 leaves, many of which are much stained and torn, especially foll. 1—3, 6, 13, 15—18, 27, 28, 38, and 42. The quires are signed with both letters and arithmetical figures(e.g.fol. 18, ܕ; fol. 28, ܗ). Leaves are wanting after foll. 2, 3, 5, 13, 17, 39, 43, 47, and 49. Each page has from 24 to 26 lines. This manuscript is written in a fine, regular Estrangela of the vith cent",49,49 leaves,49,49,done,Kurt Urban,TRUE,
/data/tei/100.xml,http://syriaca.org/manuscript/1183,https://bl.vuexistapps.us/manuscript/100,"Vellum, about 9 1/8 in. by 5 3/4. These leaves are fly-leaves for the manuscript Add. 14,438, foll. 53-101 .",3,#N/A,#N/A,3,done,Kurt Urban,#N/A,
/data/tei/100.xml,http://syriaca.org/manuscript/102,https://bl.vuexistapps.us/manuscript/100,"Vellum, about 9 1/8 in. by 5 3/4, consisting of 52 leaves, (see Add. 14,438, foll. 50—52 ). The quires are now signed with letters from ܚ to ܝܒ . Each page has from 23 to 26 lines.",49,52 leaves,52,52,done,Kurt Urban,FALSE,
/data/tei/731.xml,http://syriaca.org/manuscript/731,https://bl.vuexistapps.us/manuscript/731,"Vellum, about 8 1/2 in. by 5 3/8, consisting of 104 leaves, some of which are much stained and torn, especially fol. 1, 2, 8, 28, 39, 47, 48, 55, 77, 78, 103 and 104. The quires are at present 11 in number, but ܗ, ܙ, ܚ, and ܛ have been lost, as well as several at the end. Leaves are also missing after foll. 79 and 84. What the original signatures of the quires were, does not appear; they are now signed with letters. There are from 18 to 21 lines in each page.",104,104 leaves,104,104,done,Kurt Urban,TRUE,
/data/tei/326.xml,http://syriaca.org/manuscript/326,https://bl.vuexistapps.us/manuscript/326,"Vellum, about 9 1/8 in. by 6 3/8, consisting of 131 leaves, many of which are much stained and torn, especially foll. 1—4, 10—13, 27, 41—47, 56—58, 65—68, 77—79, 98, 100, 106, 109, 110, and 118—131. The quires, signed with letters, must have been originally at least 28 in number; but ܕ ــ ܐ , ܛ, ܝܓ, ܟܒ ܟܕ ــ, and ܟܙ , are lost, and several of the others are very imperfect. Leaves are wanting after foll. 27, 28, 30, 40, 42, 44, 46, 48, 60, 107, 118, 120, 123, 124, and 125. Each page has from 27 to 30 lines. This volume is written in a good, regular hand of the viiith or ixth cent.",131,131 leaves,131,131,done,Kurt Urban,TRUE,
/data/tei/604.xml,http://syriaca.org/manuscript/605,https://bl.vuexistapps.us/manuscript/604,"Paper, about 5 3/4 in. by 4 1/2, consisting of 61 leaves, many of which are much stained and torn, especially foll. 1—3, 16, and 58—61. The quires are without signatures. Leaves are wanting at the beginning and end, as well as after foll. 24 and 57. The number of lines in each page varies from 13 to 17.",,61 leaves,61,61,done,Kurt Urban,FALSE,
/data/tei/604.xml,http://syriaca.org/manuscript/606,https://bl.vuexistapps.us/manuscript/604,"Paper, about 5 1/4 in. by 3 3/4, consisting of 16 leaves (Add. 14,722, foll. 62—77), the last of which is much soiled. Leaves are wanting at the beginning and end, as also after foll. 65 and 71. There are 12 lines in each page.",,16 leaves,16,16,done,Kurt Urban,FALSE,
/data/tei/273.xml,http://syriaca.org/manuscript/273,https://bl.vuexistapps.us/manuscript/273,"Vellum, about 9 ¾ in. by 7 7/8, consisting of 94 leaves, of which foll. 1, 2 and 0 are slightly stained and torn. The quires, 12 in number, are signed with both letters and arithmetical figures (see, for example, foll. 14 b and 15 a). A single loaf is wanting after fol. 6. Each page is divided into two columns, of from 21 to 29 lines.",94,94 leaves,94,94,done,Kurt Urban,TRUE,
/data/tei/410.xml,http://syriaca.org/manuscript/411,https://bl.vuexistapps.us/manuscript/410,"Vellum, about 8 1/2 in. by 5 1/4, consisting of 133 leaves, some of which are slightly stained and torn, especially foll. 1—10, 28, and 99. The quires, now signed with letters, are 15 in number, but one at least is wanting at the end. There are from 20 to 28 lines in each page.",133,133 leaves,133,133,done,Kurt Urban,TRUE,
/data/tei/410.xml,http://syriaca.org/manuscript/412,https://bl.vuexistapps.us/manuscript/410,"Vellum, about 8 3/8 in. by 5 1/4, consisting of 61 leaves (Add, 14,646, foll. 134—194) a few of which are slightly stained and torn, especially foll. 134—141, 174—177, and 194. The quires, six in number, were originally signed with arithmetical figures (e.g. fol. 163 a, ��); but later hands have marked them with letters, from ܐ to ܘ and from ܝܘ to ܟܐ . There are from 24 to 30 lines in each page. Foll. 183—194 are palimpsest (see Add. 14,646 foll. 183-194, lower text ). The original description of this manuscript by William Wright includes characters, symbols, or illustrations which cannot be represented. Please consult the attached image, vol. 3, p. 1087 .",61,61 leaves,61,61,done,Kurt Urban,TRUE,
/data/tei/410.xml,http://syriaca.org/manuscript/1401,https://bl.vuexistapps.us/manuscript/410,"Vellum, about 8 3/8 in. by 5 1/4. These leaves are palimpsest (see Add. 14,646 foll. 134-194, upper text ).",12,#N/A,#N/A,12,done,Kurt Urban,#N/A,
/data/tei/339.xml,http://syriaca.org/manuscript/339,https://bl.vuexistapps.us/manuscript/339,"Vellum, about 10 1/4 in. by 6 7/8, consisting of 85 leaves, some of which are much stained and torn, especially foll. 6, 8, 9, 22, 32, 40, 41, 43, and 48. The quires were originally 15 in number, but ܘ , ܛ and ܝܐ are lost, and several others are very imperfect. They are signed with Syriac letters, and also with either Greek letters or Syriac arithmetical figures; e.g. fol. 20 b, �; fol. 41 b,�; fol. 44 a, �; fol. 57 a, �; fol. 67 a, �; fol. 77 a, �. Leaves are wanting after foll. 8, 9, 10, 21, 31, 42, 43, 44, 45, 46, 47, and 56. Each page is divided into two columns, of from 39 to 44 lines. The original description of this manuscript by William Wright includes characters, symbols, or illustrations which cannot be represented. Please consult the attached image, vol. 2, p. 586 .",85,85 leaves,85,85,done,Kurt Urban,TRUE,
/data/tei/1085.xml,http://syriaca.org/manuscript/1086,https://bl.vuexistapps.us/manuscript/1085,"Eight paper leaves, about 10 1/2 in. by 6 3/4, of which the first two and the last are much torn. There are from 34 to 36 lines in each page.",8,#N/A,#N/A,8,done,Kurt Urban,#N/A,
/data/tei/1085.xml,http://syriaca.org/manuscript/1087,https://bl.vuexistapps.us/manuscript/1085,"Four leaves from a paper manuscript (Add. 17,267, foll. 9—12), about 10 1/2 in. by 6 3/4, with from 32 to 36 lines in each page.",4,#N/A,#N/A,4,done,Kurt Urban,#N/A,
/data/tei/1085.xml,http://syriaca.org/manuscript/1088,https://bl.vuexistapps.us/manuscript/1085,"Ten leaves from a paper manuscript (Add. 17,267, foll. 13—22), about 10 1/2 in. by 6 3/4, with from 38 to 41 lines in each page.",10,#N/A,#N/A,10,done,Kurt Urban,#N/A,
/data/tei/1085.xml,http://syriaca.org/manuscript/1089,https://bl.vuexistapps.us/manuscript/1085,"Eleven leaves from a paper manuscript (Add. 17,267, foll. 23—33), about 10 1/2 in. by 6 3/4, with from 28 to 31 lines in each page.",11,#N/A,#N/A,11,done,Kurt Urban,#N/A,
/data/tei/1085.xml,http://syriaca.org/manuscript/1090,https://bl.vuexistapps.us/manuscript/1085,"Paper, about 10 1/2 in. by 6 3/4, consisting of 16 leaves (Add. 17,267, foll. 34—49), the last of which is much mutilated. There are from 28 to as many as 54 lines in each page.",16,16 leaves,16,16,done,Kurt Urban,TRUE,
/data/tei/1085.xml,http://syriaca.org/manuscript/1091,https://bl.vuexistapps.us/manuscript/1085,"Paper, about 10 1/2 in. by 6 3/4, consisting of 26 leaves (Add. 17,267, foll. 50—75), some of which are much torn, especially foll. 50—53, 55, and 56. There are from 25 to 35 lines in each page.",26,26 leaves,26,26,done,Kurt Urban,TRUE,
/data/tei/25.xml,http://syriaca.org/manuscript/25,https://bl.vuexistapps.us/manuscript/25,"Vellum, about 14 5/8 in. by 11 1/8, consisting of 255 leaves, many of which are slightly stained by water and oil, and a few much torn, especially foll. 8 and 253—5. Originally the quires were signed with letters, from ܐ to ܬ and again from ܐ to ܕ (see foll. 78 a, ܛ; 179 a, ܩ; 199 a, ܫ ; 229 a, ܒ ; 239 a, ܓ). A later hand has numbered them consecutively from ܐ to ܟܘ. Each page is divided into three columns, a full column having from 38 to 43 lines. This volume is written throughout in a beautiful Edessene character, and dated A. Gr. 723, A.D. 412. [It is consequently believed to be the oldest dated volume extant; and yet the vellum is in many places as white, and the ink as black, as if it were only a; few years old. The next dated book in point of antiquity seems to be the MS. of the Ecclesiastical History of Eusebius in the Imperial Public Library at St. Petersburg, written A.D. 462; and the third, in the British Museum, Add.14,425, A.D. 464 (see above, p. 3, no. III).]",255,255 leaves,255,255,done,Kurt Urban,TRUE,
/data/tei/46.xml,http://syriaca.org/manuscript/47,https://bl.vuexistapps.us/manuscript/46,"Vellum, about 10 3/4 in. by 8 1/2, consisting of 154 leaves, some of which are slightly stained and torn, especially foll. 1, 2, 8, 10, and 154. The quires, 16 in number, were originally signed with both arithmetical figures and letters (see in particular foll. 20a,60a, and 136a).Four leaves are wanting after fol. 123, and one after fol. 154. Each page is divided into two columns, of from 31 to 38 lines. The writing is a good, regular Estrangēla of the vith cent.",154,154 leaves,154,154,done,Kurt Urban,TRUE,
/data/tei/46.xml,http://syriaca.org/manuscript/48,https://bl.vuexistapps.us/manuscript/46,"Vellum, about 10 5/8 in. by 8 3/8, consisting of 104 leaves (Add. 12,166, foll. 155—258), some of which, are much stained and soiled. The quires, 11 in number, are signed with both letters and arithmetical figures. Each page is divided into 3 columns, of from 27 to 34 lines. This volume is written in a good, regular Estrangělā, and dated A. Gr. 864, A.D. 553",104,104 leaves,104,104,done,Kurt Urban,TRUE,
/data/tei/169.xml,http://syriaca.org/manuscript/170,https://bl.vuexistapps.us/manuscript/169,"Vellum, about 10 3/4 in. by 8 1/4, consisting of 8 leaves, most of which arc much stained and mutilated, especially foll. 1, 6, 7, and 8. It is imperfect at the beginning and end, and there are considerable lacunae after foll. 5 and 7. Each page is divided into two columns, of from 25 to 27 lines. The writing is a good, regular Estrangela of the vth or vith cent.",8,8 leaves,8,8,done,Kurt Urban,TRUE,
/data/tei/169.xml,http://syriaca.org/manuscript/171,https://bl.vuexistapps.us/manuscript/169,"Vellum, about 9 3/4 in. by 7, consisting of three palimpsest leaves (Add. 14,484, foll. 9—11). There are 32 or 33 lines on each page, except on fol. 11 a, which has been left unfinished. The writing is good and regular, of the xthor xith cent.",,#N/A,#N/A,3,done,Kurt Urban,#N/A,
/data/tei/169.xml,http://syriaca.org/manuscript/1181,https://bl.vuexistapps.us/manuscript/169,"Vellum, about 9 3/4 in. by 7, consisting of three palimpsest leaves (see Add. 14,484, foll. 9—11, upper text ).",,#N/A,#N/A,3,done,Kurt Urban,#N/A,
/data/tei/169.xml,http://syriaca.org/manuscript/172,https://bl.vuexistapps.us/manuscript/169,"Vellum, about 10 1/2 in. by 8 3/8, consisting of 36 leaves, (Add. 14,484, foll. 12-47), some of which are slightly stained and soiled. The quires, originally signed with both letters and arithmetical figures (fol. 21 a, ܓ),are five in number; but of the first only a single leaf remains. Each page is divided into two columns, of from 21 to 30 lines. This manuscriptis written in a fine, regular Estrangela of the vith cent.",36,36 leaves,36,36,done,Kurt Urban,TRUE,
/data/tei/169.xml,http://syriaca.org/manuscript/173,https://bl.vuexistapps.us/manuscript/169,"Vellum, about 10 1/2 in. by 8 3/8, consisting of 86 leaves (Add. 14,484, foll. 48—133), a few of which are slightly, stained and torn. The quires, 11 in number, seem to have been originally signed with arithmetical figures (see foll. 72 a, 94 a, and 102 a), but are now numbered with letters fromܝܕ(fol. 49 a) to ܟܗ(fol. 127 a). Each page is divided into two columns, of from 22 to 28 lines. This manuscript is written in a fine Estrangela of the vith cent.",,86 leaves,86,86,done,Kurt Urban,FALSE,
/data/tei/169.xml,http://syriaca.org/manuscript/174,https://bl.vuexistapps.us/manuscript/169,"Vellum, about 10 3/4in. by 83/4, consisting of 19 leaves (Add. 14,484, foll. 134 —152), most of which are much stained and torn. The quires seem originally to have been signed with arithmetical figures (see fol. 139 a). Leaves are wanting at the beginning, as well as after foll. 146, 150, and 151. Each page is divided into two columns, of from 25 to 28 lines. The writing is a fine, regular Estrangela of the vith cent.",,19 leaves,19,19,done,Kurt Urban,FALSE,
/data/tei/331.xml,http://syriaca.org/manuscript/331,https://bl.vuexistapps.us/manuscript/331,"Vellum, about 10 5/8 in. by 6 7/8, consisting of 184 leaves, a few of which are much stained and torn, especially foll. 1, 30, 59, and 184. The quires, signed with letters, are 19 in number, but the last is imperfect, a leaf or two being wanting at the end. Each page is divided into two columns, of from 28 to 37 lines. This manuscript is written in a fine, regular Estrangělā of the vith or viith cent.",184,184 leaves,184,184,done,Kurt Urban,TRUE,
/data/tei/870.xml,http://syriaca.org/manuscript/870,https://bl.vuexistapps.us/manuscript/870,"Vellum, about 10 ¼ in. by 7, consisting of 42 leaves, some of which are much stained and torn, especially foll. 2, 4, 24, and 35. The quires, signed with letters, were once 17 in number, but the first 13 are now lost, with the exception of four leaves of ܐ . There are from 27 to 35 lines in each page.",,42 leaves,42,42,done,,FALSE,
/data/tei/152.xml,http://syriaca.org/manuscript/152,https://bl.vuexistapps.us/manuscript/152,"Vellum, about 13 5/8 in. by 10 1/8, consisting of 205 leaves, of which foll. 139 and 150—153 are more or less torn. The quires, signed with letters, were originally 23 in number, but the first two are now lost. Each page is divided into two columns, of from 20 to 27 lines. This volume is written in a large, very angular Estrangela, with occasional Greek vowels, and dated A. Gr. 1247, A.D. 936.",205,205 leaves,205,205,done,,TRUE,
